Streak length,Group
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
3,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
4,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
4,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
1,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
4,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
3,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
3,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
4,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
1,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
1,unsuccessful
2,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
1,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
1,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
3,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
1,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
2,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
0,unsuccessful
1,unsuccessful
0,unsuccessful
